user_id,username,password,enabled,real_name,email,mobile_phone,office_phone,postal_code,address,address_detail,description,position_id,created_by,created_at,updated_by,updated_at
991e8400-e29b-41d4-a716-446655440000,admin,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,김도현,admin@simplix.com,010-1234-5678,02-123-4567,06164,서울시 강남구 테헤란로,강남파이낸스센터 12층,시스템 관리자입니다. 전체 시스템을 관리합니다.,550e8400-e29b-41d4-a716-446655440004,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
7d7e5999-edcf-4062-83bd-28db7f0d502a,jessica0001,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,황민준,jessica0001@simplix.com,010-2045-7348,02-912-5804,06179,서울시 강남구 영동대로,코엑스몰 1층,HR 담당자입니다. 인사 관리를 담당합니다.,550e8400-e29b-41d4-a716-446655440000,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
9a55365e-2f4c-4626-9561-41708ee26736,barbara0002,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,오소율,barbara0002@simplix.com,010-1245-4287,02-153-2343,04011,서울시 마포구 월드컵북로,상암IT타워 10층,데이터 분석가입니다. 데이터 분석을 담당합니다.,550e8400-e29b-41d4-a716-446655440004,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
a19f1fcf-e072-42b4-9987-d288fb65a778,charles0003,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,송시우,charles0003@simplix.com,010-2989-9104,02-704-9067,05551,서울시 송파구 잠실로,롯데타워 1층,백엔드 개발자입니다. 서버 개발을 담당합니다.,550e8400-e29b-41d4-a716-446655440000,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
d49f8b83-757f-4ac7-b912-e03d1a8418a8,jennifer0004,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,최유진,jennifer0004@simplix.com,010-1705-2138,02-268-9637,05551,서울시 송파구 올림픽로,롯데월드타워 12층,HR 담당자입니다. 인사 관리를 담당합니다.,550e8400-e29b-41d4-a716-446655440003,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
b6da66e5-f109-4a6b-a224-a28799dae044,elizabeth0005,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,박수아,elizabeth0005@simplix.com,010-9669-8783,02-436-3495,05551,서울시 송파구 올림픽로,롯데월드타워 6층,보안 전문가입니다. 정보 보안을 담당합니다.,550e8400-e29b-41d4-a716-446655440003,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
1754170f-ee7a-4472-9d2e-f581d025f920,mary0006,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,송주원,mary0006@simplix.com,010-6230-7412,02-383-2903,03164,서울시 종로구 삼청로,삼청빌딩 19층,콘텐츠 기획자입니다. 콘텐츠 기획을 담당합니다.,550e8400-e29b-41d4-a716-446655440000,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
4a2d011b-bb5b-44c0-815f-e203ab0ace95,jennifer0007,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,오서윤,jennifer0007@simplix.com,010-5858-9065,02-731-7443,03164,서울시 종로구 삼청로,삼청빌딩 21층,QA 엔지니어입니다. 품질 관리를 담당합니다.,550e8400-e29b-41d4-a716-446655440004,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
f5f7084d-0018-4b63-9392-50c10374ae8e,joseph0008,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,황하은,joseph0008@simplix.com,010-9323-3080,02-575-2725,06164,서울시 강남구 테헤란로,강남파이낸스센터 24층,마케팅 전문가입니다. 디지털 마케팅을 담당합니다.,550e8400-e29b-41d4-a716-446655440002,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
c9ea7a40-5be2-4038-8a7d-1548f5ea0f62,robert0009,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,정채원,robert0009@simplix.com,010-4065-7731,02-161-5943,06179,서울시 강남구 영동대로,코엑스몰 1층,백엔드 개발자입니다. 서버 개발을 담당합니다.,550e8400-e29b-41d4-a716-446655440002,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
b134c54f-d1d8-4ca2-a69e-f4d721433abc,sarah0010,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,송서윤,sarah0010@simplix.com,010-3839-3547,02-134-2429,04322,서울시 용산구 한남대로,한남더힐 15층,프론트엔드 개발자입니다. UI 개발을 담당합니다.,550e8400-e29b-41d4-a716-446655440004,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
29877be6-f715-4afa-9ca4-2cac722e730a,james0011,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,임우진,james0011@simplix.com,010-7306-8867,02-672-9699,04011,서울시 마포구 상암로,DMC타워 23층,백엔드 개발자입니다. 서버 개발을 담당합니다.,550e8400-e29b-41d4-a716-446655440003,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
3270bd46-74bd-4483-898a-5a5a1acba3d4,charles0012,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,강지우,charles0012@simplix.com,010-2511-5266,02-706-4955,04011,서울시 마포구 상암로,DMC타워 3층,HR 담당자입니다. 인사 관리를 담당합니다.,550e8400-e29b-41d4-a716-446655440003,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
57cc27e8-06a7-490c-871b-4623cbf24161,linda0013,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,권유진,linda0013@simplix.com,010-1336-5281,02-951-9076,05551,서울시 송파구 올림픽로,롯데월드타워 9층,QA 엔지니어입니다. 품질 관리를 담당합니다.,550e8400-e29b-41d4-a716-446655440000,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
f20c2a7f-c8e1-4159-a212-b8c1f6bd35fe,sarah0014,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,한건우,sarah0014@simplix.com,010-7833-2276,02-821-5662,03164,서울시 종로구 삼청로,삼청빌딩 19층,콘텐츠 기획자입니다. 콘텐츠 기획을 담당합니다.,550e8400-e29b-41d4-a716-446655440003,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
27408e6b-42a0-41dd-bac1-2ccd1e3c93b9,linda0015,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,최유진,linda0015@simplix.com,010-5444-4563,02-211-3244,05551,서울시 송파구 올림픽로,롯데월드타워 27층,백엔드 개발자입니다. 서버 개발을 담당합니다.,550e8400-e29b-41d4-a716-446655440002,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
dfd799a1-2403-4d59-8497-6ed6d266b3f0,james0016,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,홍지민,james0016@simplix.com,010-9595-7120,02-211-7295,04322,서울시 용산구 이태원로,용산파크타워 2층,영업 담당자입니다. 기업 영업을 담당합니다.,550e8400-e29b-41d4-a716-446655440001,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
958c574b-27d7-482d-acc0-b70563e16940,joseph0017,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,윤채원,joseph0017@simplix.com,010-6771-6768,02-117-2938,03164,서울시 종로구 삼청로,삼청빌딩 11층,프론트엔드 개발자입니다. UI 개발을 담당합니다.,550e8400-e29b-41d4-a716-446655440004,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
d125da46-f066-4a01-a798-f20d864e28c8,elizabeth0018,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,임현우,elizabeth0018@simplix.com,010-6236-1772,02-346-8817,03164,서울시 종로구 삼청로,삼청빌딩 13층,HR 담당자입니다. 인사 관리를 담당합니다.,550e8400-e29b-41d4-a716-446655440002,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
c55d6966-3672-4c6f-8da5-cdde7e9bd87f,karen0019,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,송하은,karen0019@simplix.com,010-8398-5903,02-501-8690,05551,서울시 송파구 잠실로,롯데타워 15층,프론트엔드 개발자입니다. UI 개발을 담당합니다.,550e8400-e29b-41d4-a716-446655440000,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
a85d5137-3f51-46a3-91b5-75c518ac062d,robert0020,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,강시우,robert0020@simplix.com,010-4096-8373,02-594-7770,04322,서울시 용산구 한남대로,한남더힐 17층,QA 엔지니어입니다. 품질 관리를 담당합니다.,550e8400-e29b-41d4-a716-446655440002,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
e9fba289-a0d2-43d3-934f-8fc371f61ea8,charles0021,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,한지안,charles0021@simplix.com,010-3647-8995,02-629-1614,04011,서울시 마포구 월드컵북로,상암IT타워 11층,보안 전문가입니다. 정보 보안을 담당합니다.,550e8400-e29b-41d4-a716-446655440000,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
32b40b64-99aa-4a0b-a70d-e11f38b84220,michael0022,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,전우진,michael0022@simplix.com,010-4247-1252,02-437-6282,04011,서울시 마포구 상암로,DMC타워 13층,보안 전문가입니다. 정보 보안을 담당합니다.,550e8400-e29b-41d4-a716-446655440002,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
91b016ff-9fec-47bf-b502-4f06a47e288c,james0023,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,송수아,james0023@simplix.com,010-6058-4218,02-804-5994,05551,서울시 송파구 잠실로,롯데타워 13층,UX 디자이너입니다. 사용자 경험 디자인을 담당합니다.,550e8400-e29b-41d4-a716-446655440000,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
4a703fd4-67d3-4d6f-a7f7-72e080495428,michael0024,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,윤예준,michael0024@simplix.com,010-3995-6805,02-838-8165,05551,서울시 송파구 올림픽로,롯데월드타워 1층,영업 담당자입니다. 기업 영업을 담당합니다.,550e8400-e29b-41d4-a716-446655440004,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
5d6bbe4d-f926-4485-99e4-ad0057d19122,robert0025,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,황지호,robert0025@simplix.com,010-1650-9110,02-569-4933,05551,서울시 송파구 올림픽로,롯데월드타워 19층,UX 디자이너입니다. 사용자 경험 디자인을 담당합니다.,550e8400-e29b-41d4-a716-446655440003,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
b5baa86f-558f-4bcf-b378-d827fb728711,jennifer0026,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,한지우,jennifer0026@simplix.com,010-7637-1850,02-264-2869,04322,서울시 용산구 한남대로,한남더힐 15층,QA 엔지니어입니다. 품질 관리를 담당합니다.,550e8400-e29b-41d4-a716-446655440002,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
6d700250-db76-46b3-a509-3dab7877f1be,richard0027,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,이유진,richard0027@simplix.com,010-1946-4208,02-968-5894,05551,서울시 송파구 올림픽로,롯데월드타워 2층,QA 엔지니어입니다. 품질 관리를 담당합니다.,550e8400-e29b-41d4-a716-446655440003,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
d2cf8caf-2e3f-49e7-9ae5-d64532dfe04b,charles0028,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,서지안,charles0028@simplix.com,010-6015-3971,02-573-3737,04011,서울시 마포구 상암로,DMC타워 12층,보안 전문가입니다. 정보 보안을 담당합니다.,550e8400-e29b-41d4-a716-446655440004,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
f5242376-2561-4ea7-8499-030a26834fbd,thomas0029,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,권수아,thomas0029@simplix.com,010-9438-8266,02-854-8764,04011,서울시 마포구 월드컵북로,상암IT타워 9층,백엔드 개발자입니다. 서버 개발을 담당합니다.,550e8400-e29b-41d4-a716-446655440004,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
83f5ec8c-6b91-455f-a1d0-0624845c54ea,sarah0030,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,신민준,sarah0030@simplix.com,010-5384-9983,02-985-1279,06179,서울시 강남구 영동대로,코엑스몰 14층,QA 엔지니어입니다. 품질 관리를 담당합니다.,550e8400-e29b-41d4-a716-446655440000,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
132f94b2-91ad-49e7-98e2-06b9d9d6efc4,mary0031,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,안민서,mary0031@simplix.com,010-5362-4224,02-771-2792,05551,서울시 송파구 올림픽로,롯데월드타워 22층,백엔드 개발자입니다. 서버 개발을 담당합니다.,550e8400-e29b-41d4-a716-446655440002,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
09727e93-8a15-44f9-9e3d-3b2fd33e6b7d,david0032,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,송시우,david0032@simplix.com,010-4107-4691,02-351-4042,04322,서울시 용산구 이태원로,용산파크타워 9층,데이터 분석가입니다. 데이터 분석을 담당합니다.,550e8400-e29b-41d4-a716-446655440001,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
a855c03a-2cbb-4ac3-9b65-5535b74de98d,linda0033,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,송민준,linda0033@simplix.com,010-3220-9730,02-267-7790,03164,서울시 종로구 삼청로,삼청빌딩 17층,UX 디자이너입니다. 사용자 경험 디자인을 담당합니다.,550e8400-e29b-41d4-a716-446655440001,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
102b6837-3e89-4195-bfad-fefaf799d815,john0034,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,최지민,john0034@simplix.com,010-3627-2886,02-201-5708,04011,서울시 마포구 상암로,DMC타워 11층,마케팅 전문가입니다. 디지털 마케팅을 담당합니다.,550e8400-e29b-41d4-a716-446655440002,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
48c1b478-704e-468d-a415-80df2e552b10,jessica0035,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,장예준,jessica0035@simplix.com,010-6893-9300,02-235-8087,04011,서울시 마포구 상암로,DMC타워 22층,HR 담당자입니다. 인사 관리를 담당합니다.,550e8400-e29b-41d4-a716-446655440003,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
49cee13e-8c78-4161-8a86-b349fef3727d,michael0036,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,송지민,michael0036@simplix.com,010-9701-4810,02-906-4263,03164,서울시 종로구 종로,광화문빌딩 12층,프론트엔드 개발자입니다. UI 개발을 담당합니다.,550e8400-e29b-41d4-a716-446655440004,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
6d9eda93-c90f-4b89-8fa6-c9b6b1ce2db7,mary0037,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,김하은,mary0037@simplix.com,010-4629-3841,02-495-4454,05551,서울시 송파구 올림픽로,롯데월드타워 13층,콘텐츠 기획자입니다. 콘텐츠 기획을 담당합니다.,550e8400-e29b-41d4-a716-446655440002,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
02a3f6ed-20eb-40d2-8507-a2724a7d790d,richard0038,{bcrypt}$2y$10$GJdBT6T1EUFfJ005ZxgEbOoK91KDW2guHXEBKExotly4aB3gL3Smy,true,조서연,richard0038@simplix.com,010-7035-6755,02-855-2401,06179,서울시 강남구 영동대로,코엑스몰 21층,데이터 분석가입니다. 데이터 분석을 담당합니다.,550e8400-e29b-41d4-a716-446655440002,system,2025-01-01 00:00:00,system,2025-01-01 00:00:00
